Winning Colour,Moves Count,Moves List
black won,88,1. h1-h3 d6-d9 2. a5-c5 e7-c7 3. e11-e10 f4-c4 4. h3-c3xc4 g5-g3 5. k4-k3 g6-g4 6. g1-i1 h6-h10 7. k8-i8 g7-g9 8. k7-k9 g9-i9 9. i8-k8 e6-e8 10. e10-b10 f8-j8 11. i1-i8xj8 f7-i7xi8 12. f1-i1 f5-f4 13. f2-j2 f6-c6 14. f10-c10 f4-c4xc5 15. b6-b3 h10-j10 16. h11-i11 e5-h5 17. g11-h11 i7-k7 18. j6-j8 g4-g10 19. k9-j9 c6-i6 20. k8-k9 i6-i8 21. k9-k8xk7 c7-k7 22. k6-i6 i9-h9 23. i6-k6xk7 i8-i10 24. k8-k10 e8-e11 25. f11-g11 g10-h10 26. a8-g8 g3-g7 27. k6-g6xg7 h9-h6xg6 28. g11-f11xe11 h10-h7 29. k5-k7 i10-i2 30. d1-d2 j10-g10 31. c10-c5xc4 h7-c7 32. d11-c11 d9-a9 33. g8-a8 i2-i9 34. e1-e9 c7-c9 35. c11-c10 i9-f9 36. c5-c8xc9 a9-d9xe9 37. a8-a9 g10-g1 38. d2-d1 d9-d4 39. c3-c2 h5-h1 40. f11-e11 g1-e1 41. c8-f8 d4-f4 42. b3-f3 f4-f7xf8 43. f3-f1xe1 f9-b9 44. a6-b6 resigned
white won,27,1. h1-h3 f8-i8 2. k4-i4 g7-g10 3. h11-h10xg10 g6-g10 4. f10-c10 i8-i10xh10 5. g11-i11 i10-j10 6. f11-f9 g5-g9 7. e11-e9 g9-k9 8. j6-j9 h6-h9 9. k8-j8 h9-i9xj9 10. k6-i6 f6-h6 11. k7-h7 f7-f8 12. j8-h8 j10-j6xi6 13. h7-k7 h6-h7 14. resigned
black won,24,1. h1-h3 f8-c8 2. h11-h9 d6-d3 3. f2-c2 g7-g10 4. f10-c10 f4-i4 5. g1-i1 g6-g9 6. k8-i8 f7-f9 7. g11-i11 e5-b5 8. b6-b9 f5-c5 9. d1-d2 b5-b2 10. d11-d4xd3 f6-f3 11. d4-d3 g5-g1 12. j6-j2 resigned
white won,133,1. d1-d3 h6-h9 2. k4-i4 d6-d9 3. a5-c5 g7-i7 4. f10-i10 e7-c7 5. b6-b9 e6-e10 6. a6-c6 f8-c8 7. d11-c11 e10-b10 8. c11-b11xb10 c8-c11xb11 9. a8-c8xc7 f7-c7 10. f11-f8 d9-d10 11. a7-a10 h9-c9xc8 12. d3-d9xc9 f6-d6 13. e11-d11xd10 d6-d2 14. c5-c2 e5-c5xc6 15. e1-e3 d2-d3 16. b9-b3 g6-a6 17. f8-a8 f5-e5 18. g11-e11 f4-f3xe3 19. d9-b9 d3-d1 20. c2-c1 d1-d2 21. c1-c2 e5-e1 22. i4-b4 d2-d4 23. h1-h4 d4-g4 24. k5-i5 g4-g2 25. j6-j2 e1-e2xf2 26. f1-d1 g2-i2 27. k6-k3 i2-i1 28. j2-j1 i1-i4 29. j1-j2 g5-g4xh4 30. g1-i1 a6-i6xi5 31. k8-j8 g4-g9 32. j8-j9 c11-c8 33. b4-b8 c8-h8 34. b8-b5 c5-g5 35. a4-a3 i6-j6 36. k7-k8 i7-k7 37. e11-e4 g9-g6 38. b3-e3 e2-h2 39. b9-b7 c7-h7 40. c2-f2 f3-h3 41. f2-g2 h7-h5 42. i1-i2xh2 h5-k5 43. h11-h9 h8-h7 44. a8-g8 g6-i6 45. b7-g7 h7-h5 46. d11-d6 k5-k4 47. i10-i7 j6-j7 48. d6-h6 h5-j5 49. g2-h2 j5-j4 50. e4-h4xh3 i4-i5 51. j2-j3 j7-j6 52. h4-h5 i5-k5 53. h5-j5xj4 i6-i5xj5 54. j3-j5 k4-j4xj5 55. k3-k4 j4-j3 56. k4-k3 g5-g4 57. h6-h4 i5-i4xh4 58. e3-i3xj3 k5-c5 59. g7-c7 c5-c1 60. b5-b1 g4-g1 61. d1-d11 g1-g2 62. h2-h1 c1-e1 63. c7-c1 e1-e11 64. g8-g11 e11-e10 65. g11-g10 e10-b10 66. d11-b11 j6-a6 67. resigned
white won,58,1. h1-h3 f8-i8 2. f10-i10 e7-b7 3. a8-b8xb7 d6-d9 4. a5-c5 e6-e10 5. c5-c9 e5-e3 6. b6-b3 d9-j9 7. d11-d10 f7-f10 8. k5-i5 f6-f9 9. h11-h9 f9-g9 10. k8-k9 i8-i9xh9 11. g11-i11 j9-j10 12. k9-k10xj10 i9-k9xk10 13. i5-i9 g9-h9 14. j6-j9 h6-i6 15. f2-i2 g5-g3 16. k4-i4 f5-j5 17. g1-j1 h9-h4 18. j1-j4 f4-f2 19. i2-g2 h4-c4 20. d1-c1 f2-b2 21. b8-b4 g6-b6 22. c9-c6xb6 g7-c7 23. f1-f9xf10 c7-c10xd10 24. f9-e9xe10 j5-a5 25. a6-b6 c4-c2 26. a4-a3 b2-b1 27. b3-b2 e3-b3xb2 28. c6-c3xb3 c2-a2 29. b4-g4xg3 a2-a1
white won,97,1. d1-d3 h6-h3 2. f2-i2 g5-g2 3. j6-j3 f5-i5 4. f10-i10 g6-i6 5. k7-j7 f6-h6 6. h11-h9 g7-g9 7. f11-f9xg9 g2-g9 8. j7-j9 i6-i9xh9 9. g11-h11 h6-h10 10. f9-f10 e7-e10 11. d11-d10xe10 e6-e10 12. f10-f11 g9-c9 13. f11-f10xe10 h10-g10 14. f10-e10 i9-i7 15. b6-b9 f7-b7 16. d10-d9xc9 i7-c7 17. e10-c10 f4-c4 18. a5-b5 h3-f3 19. e1-c1 g10-g2 20. d3-d2 f3-b3 21. a4-a3 g2-g3 22. c1-c3xb3 e5-e1 23. d2-d1xe1 f8-f2 24. e11-e2 d6-d2xe2 25. d9-d3xd2 f2-c2xc3 26. b5-b2 g3-e3 27. d1-c1 c2-c3xd3 28. k6-e6 c4-c6 29. e6-e11 b7-b4 30. k5-j5 c6-h6 31. h1-h5xi5 b4-h4xh5 32. j5-h5 h6-h9 33. j3-h3xh4 e3-e5 34. h11-h10 h9-e9 35. h10-e10 e5-e8 36. e11-d11 e9-h9 37. e10-h10 e8-h8 38. b9-g9 h8-b8 39. g9-b9 h9-d9 40. a7-b7 b8-d8 41. k8-e8 d9-f9 42. e8-e7 d8-k8 43. i10-k10 k8-k9xk10 44. h10-k10 f9-i9xj9 45. h3-j3 k9-j9 46. k10-j10 i9-i11 47. k4-k9 i11-j11xj10 48. c10-j10 j11-i11 49. resigned
white won,24,1. k8-i8 h6-h9 2. d11-d9 g7-i7 3. j6-j9 h9-i9xi8 4. h1-h3 g6-j6 5. f2-j2 f6-i6 6. k4-i4 f8-k8 7. h11-h9xi9 i7-i9 8. j9-k9xk8 g5-g9xh9 9. f10-i10 i6-i8 10. g11-j11 i8-c8 11. f11-f8xf7 c8-c11 12. i4-i6xj6 c11-a11
white won,31,1. d11-d9 h6-h9 2. f10-i10 f4-i4 3. f2-i2 d6-d3 4. b6-b3 d3-j3 5. h1-i1 g5-j5 6. k4-j4xj5 f5-j5xj4 7. i10-i5xj5 g6-i6xi5 8. k5-k3 e5-j5 9. j6-j9 j3-j2 10. k3-k2xj2 j5-j2 11. i2-h2 i6-i11 12. h2-i2xj2 f6-j6 13. i2-j2 j6-j8 14. k8-k10 i4-i10 15. k7-k9 i10-j10xj9 16. resigned
black won,26,1. h1-h3 f4-i4 2. g1-i1 g5-g3 3. h3-i3 e5-e4 4. k5-i5xi4 f5-f4 5. d1-d3 g7-g10 6. h11-h10xg10 e6-e5 7. a8-c8 g3-g2 8. f2-c2 f4-i4 9. i5-i9 g2-i2xi3 10. d3-i3xi2 h6-h2 11. i9-i5xi4 e4-i4 12. j6-j2 h2-i2xi3 13. i5-i9 timeout
black won,116,1. f2-i2 d6-d3 2. b6-b3 e7-e10 3. d11-d10xe10 e6-e10 4. a6-c6 g7-g10xf10 5. h11-h10 f8-f10 6. j6-j9 f7-f9 7. c6-c9 f6-c6 8. i2-c2 g5-i5 9. k8-i8 g6-g2 10. h1-h3 c6-g6 11. k4-i4 g2-i2 12. k6-i6xi5 f5-i5 13. g1-i1 g6-g2 14. j9-j2 i2-i3xi4 15. k5-k3 g2-g3xh3 16. a7-g7 g3-g6 17. g7-g9xg10 h6-h9xg9 18. i8-h8xh9 f9-i9 19. i6-j6 i9-j9 20. g11-g7 g6-i6 21. g7-i7 i6-g6 22. a8-g8 f4-f9 23. k7-k9 f9-i9 24. c9-f9xf10 g6-a6 25. g8-a8 a6-c6 26. f9-c9 e10-e8 27. h8-i8 c6-b6 28. a8-b8 b6-h6 29. h10-i10xi9 h6-h11 30. i10-i11 h11-h10 31. i8-i10 j9-j10xi10 32. i7-i10 h10-h9 33. d10-h10 h9-j9 34. k3-k8 j9-j7 35. j6-j3 j10-j11 36. k9-j9 j7-j8 37. i10-j10 i3-g3 38. e11-e10 d3-d4 39. a5-d5 d4-k4 40. j3-k3 e5-e4 41. j2-j7 j8-h8 42. k8-k5xk4 e4-k4 43. k5-k8 i5-j5 44. c2-j2 k4-k7 45. k3-k6xk7xk7 g3-k3 46. j7-h7 h8-i8 47. d5-i5 i8-i6 48. k6-k5xj5 i6-a6 49. h7-a7 a6-d6 50. d1-d5 e8-e4 51. d5-d4 d6-h6 52. f11-f4xe4 h6-h2 53. e1-e2 h2-i2 54. i5-i3 k3-k2xj2 55. j9-j2 i2-g2 56. k5-k3xk2xk2 g2-g11 57. c9-c11 g11-h11xi11 58. i3-i11xj11xj11 resigned
black won,103,1. h1-h3 g5-g2 2. f2-c2 f4-i4 3. g1-i1 g2-j2 4. i1-i2 h6-h9 5. f10-i10 g7-j7 6. k8-j8xj7 f7-j7 7. j8-j9 f5-j5xj6 8. k4-k2xj2 f8-c8 9. b6-b9 c8-k8 10. h11-h10 g6-g8 11. i10-i9 f6-j6 12. k2-k4 j5-j3 13. f1-j1 g8-g1 14. i2-i1 i4-i3 15. a8-h8xh9 g1-g3xh3 16. d1-d3 j3-j2 17. k4-k3 j6-j3 18. k5-k4 e7-i7 19. g11-g5 i3-i5 20. j9-k9xk8 e6-h6 21. k4-h4 j7-j4 22. k6-k4 h6-k6 23. h8-j8 d6-j6 24. h4-i4xj4 g3-i3xi4 25. a4-i4 i5-k5 26. i1-i2xi3 j6-j4 27. h10-h7 j2-k2xk3xk4 28. j1-j2 j3-h3 29. j8-j7xi7 h3-h1 30. i2-i1 k2-k3 31. h7-h3 h1-h2 32. i1-i2 h2-e2 33. j2-j3 k5-j5 34. j7-j6 e2-e4 35. h3-h4 e4-c4 36. a7-c7 c4-c6 37. h4-h6 c6-c3 38. e1-e4 c3-a3 39. c2-a2 e5-c5 40. i2-c2 c5-c4 41. b9-b5 a3-b3 42. a2-b2 c4-a4 43. b5-b4 b3-a3 44. b2-a2 a3-c3 45. a2-a3xa4xa4 k3-k2 46. a3-b3 c3-c5 47. d11-d5 k2-j2xj3 48. c7-c6 c5-c4 49. e4-d4 j2-e2 50. e11-e4 k6-k3 51. c6-c5 c4-c3 52. c5-c4
white won,48,1. b6-b9 f4-c4 2. f10-c10 h6-h3 3. k8-i8 e5-b5 4. d1-d3 e6-e2 5. g1-g2 e2-b2 6. a4-a2 c4-c3 7. a5-a3 e7-e3xd3 8. f2-c2xb2 b5-b2 9. g2-d2 f5-f4 10. c10-c4xc3 g5-i5 11. j6-j3 g6-i6 12. k4-k2 i5-i1 13. k5-k3 g7-g1xh1 14. g11-g10 i6-i2 15. k6-h6 f6-g6 16. i8-i4 f7-i7 17. h6-i6 i1-j1 18. k2-j2 g6-g2 19. h11-h4 e3-g3 20. g10-g5 g2-h2 21. j3-i3 h2-e2 22. b9-b3 e2-e10 23. d11-d10 e10-k10 24. d2-h2xh3xi2 k10-k11
black won,77,1. g1-g2 f8-i8 2. f10-i10 f7-f9 3. j6-j9 f6-f8 4. a8-d8 e5-c5 5. a7-c7 h6-h3 6. e11-e9 f5-d5 7. d1-d3 g5-j5 8. k6-i6 f4-i4 9. k4-k3 e6-e2 10. f2-f4 d5-d4 11. d3-e3xe2 g6-e6 12. a4-c4 f8-f5 13. f4-f3 d4-d2 14. b6-b2 f5-f4 15. e1-e2 e6-e4 16. h1-i1 j5-j1 17. f1-h1 i4-i5 18. i1-i4xi5 h3-j3 19. i4-g4 c5-h5 20. h1-i1xj1 h5-h4xg4 21. i6-i3xj3 d2-d1 22. c4-c1 d6-d2 23. c7-c2xd2 d1-f1 24. f3-h3 e4-b4 25. a5-b5 f4-c4 26. d8-c8 e7-a7 27. e3-b3xb4 c4-a4 28. b3-a3 a4-a5xa6 29. g11-g9xf9 i8-i6 30. k5-h5xh4 a7-b7 31. e9-a9 f1-f4 32. e2-e4 a5-a8 33. g9-b9 i6-d6 34. g2-g4xf4 d6-d2 35. e4-e2xd2 g7-g9 36. a3-a7 a8-b8 37. a9-a8 g9-d9 38. k8-d8 b7-d7xd8 39. a7-b7
white won,49,1. h1-h3 g5-g2 2. f2-c2 f4-i4 3. g1-i1 d6-d3 4. b6-b3 f8-c8 5. f10-c10 h6-h9 6. k8-i8 g7-j7 7. j6-j2 g6-g9 8. k7-k9 h9-i9 9. c10-i10xi9 e7-e10 10. d11-d9 e6-e9 11. a6-d6 c8-c9xd9 12. e11-c11 e10-b10 13. b3-b9 f7-b7 14. c11-b11xb10 c9-c11xb11 15. i10-b10 f5-h5 16. h11-j11 g9-i9 17. b10-i10xi9 f6-f10 18. d6-d10 f10-e10 19. d10-b10 e10-d10 20. a8-a10 d10-d11 21. a7-a9 c11-c10 22. b10-b11 d11-c11xb11 23. b9-b11 c11-d11 24. b11-c11 b7-b11xc11xc11 25. resigned
black won,42,1. f2-i2 f8-c8 2. e11-e10 d6-d3 3. b6-b3 g5-j5 4. k4-j4xj5 f5-j5 5. h1-h3 g7-j7xj6 6. k8-j8 f7-i7 7. d11-d9 f6-f9 8. h11-h9 f9-e9 9. d9-c9 e7-c7 10. k6-j6xj7xj5 d3-d10 11. c9-b9 c8-c11 12. d1-d6xe6 d10-b10 13. f11-d11 e9-d9 14. a8-b8 d9-d10 15. a7-a10 d10-c10 16. a4-c4 e5-e8 17. a6-a7 g6-e6 18. d6-d2 i7-d7 19. d2-d6xe6 c11-b11 20. d11-c11xb11 b10-b11 21. g11-d11 resigned
black won,80,1. h1-h3 f8-c8 2. f10-c10 f7-f10 3. h11-h9 f6-f9 4. b6-b9 f10-i10 5. j6-j10 i10-i11 6. k4-i4 c8-i8 7. k8-j8 f9-g9 8. a8-h8xi8 i11-i9xh9 9. j8-j9 g9-h9 10. g11-i11 g7-h7xh8 11. k5-j5 h9-h8 12. a7-a8 h8-b8 13. f2-b2 b8-b3 14. a4-a3 f4-a4 15. d1-c1 f5-f4 16. g1-g2 i9-i8 17. a5-b5 f4-b4 18. b5-a5xa4 e7-a7 19. e11-e10 e5-c5 20. d11-d9 e6-e7 21. c10-c8 e7-b7 22. b9-b8 d6-b6 23. c8-c6xb6 b7-c7xc6 24. e1-e6 i8-d8 25. e6-c6 c7-c10 26. i4-c4xc5 b4-b6 27. c6-c5 c10-d10xd9 28. c5-c10xd10 g6-c6 29. f11-d11 g5-c5 30. c4-a4 b3-g3 31. a4-i4 d8-d9 32. c10-c9 d9-d4 33. c9-c7 g3-g8 34. d11-d8 g8-g11 35. e10-e11 h7-h9 36. c7-c9 g11-g8 37. a8-a9 g8-e8 38. d8-d10 a7-b7 39. a9-a7 b7-g7 40. a7-b7 resigned
white won,21,1. d1-d3 f8-i8 2. f10-i10 h6-h3 3. f2-i2 d6-d9 4. a8-a9 e7-b7 5. a5-c5 f7-c7 6. d11-c11 b7-b10 7. f11-f9 f6-f8 8. b6-b8 f8-c8 9. i10-d10 c8-c10 10. e11-e10 b10-b9 11. resigned
black won,184,1. h1-h3 d6-d9 2. a5-c5 f8-i8 3. f10-i10 f7-f10 4. c5-c9 f6-f8 5. e11-e9xd9 f8-b8 6. d11-b11 b8-c8 7. d1-d10 c8-c1 8. b6-b1 e6-c6 9. a4-c4 c1-c3 10. e1-c1 e5-c5xc4 11. a6-a3 c3-g3 12. k4-i4 g3-g2 13. j6-j2 e7-e2xf2 14. b1-b2 g2-i2 15. g1-i1 i2-i3 16. k5-k3 g5-g3xh3 17. i4-j4 g3-g1 18. f1-e1 i3-e3 19. e9-f9xf10 h6-h1 20. d10-d1 e3-e11 21. c9-c11 e11-e9 22. a8-a9 g7-g9xf9 23. j4-j9 i8-a8 24. a7-a6 e9-e3 25. a6-a7xa8 f4-f1 26. k6-h6xg6 g9-g2 27. g11-g4 g2-h2 28. g4-f4xf5 e2-f2 29. j2-i2 e3-j3 30. i2-j2 j3-f3 31. f4-g4 g1-g3 32. g4-i4 c5-g5 33. h6-h3 c6-c3 34. c1-c2 c3-e3 35. c2-e2 e3-e4 36. i4-h4 g5-g11 37. f11-f8 g11-g5 38. h11-h5 g5-d5 39. d1-d3 e4-e9 40. a7-a5 e9-e8 41. k8-g8 g3-g2 42. k7-h7 f3-f7 43. j9-e9 f7-c7 44. a5-c5 c7-c10 45. b11-b10 c10-e10xe9 46. h5-e5xd5 e10-e11 47. f8-f11 f2-f9 48. f11-h11 e8-d8 49. h7-h9 e11-e6 50. b2-b5 e6-h6 51. g8-k8 d8-d5 52. e5-e4 d5-i5 53. h9-j9 h6-g6 54. b5-b6 g6-g4 55. h3-i3 i5-g5 56. d3-f3 g4-f4 57. e2-f2 g5-d5 58. e4-e5xd5 f4-d4 59. e1-c1 d4-d2 60. b6-b2 d2-e2xf2 61. c5-c2 f1-e1 62. f3-f2 g2-g3 63. f2-f4 g3-f3 64. f4-g4 h2-g2 65. g4-g3 f3-e3 66. h4-f4 e2-f2 67. h11-h2 e3-e2 68. c1-d1 f2-f3 69. e5-f5 f9-g9 70. k8-g8 g9-e9 71. j9-f9 e9-e3 72. a3-d3 e2-d2 73. g8-e8 e3-e7 74. i10-i6 e7-e5 75. d3-d5xe5 f3-a3 76. b2-a2 a3-a6 77. f4-a4 a6-h6 78. f5-f2xg2 h6-h11 79. i6-i11 h11-h3xh2 80. f2-f1xe1 h3-h10 81. i3-i10 h1-h9 82. i1-i9 h9-h7 83. e8-e2xd2 h7-j7 84. i10-j10 h10-h1 85. i9-i1 h1-h9 86. k3-k9 h9-h3 87. k9-k3 j7-k7 88. f9-k9 k7-f7 89. f1-f3 h3-h6 90. d1-h1 f7-c7 91. a2-b2 h6-d6 92. c2-c4 resigned
white won,31,1. a4-c4 f8-c8 2. d11-c11 e7-e10 3. g11-g9 e10-b10 4. a8-a10 f7-b7 5. c11-c10xb10 f6-f9 6. c10-c9 h6-h9xg9 7. c4-c7xb7xc8 g7-g10 8. h11-h10xg10 g6-g10 9. f10-d10 h9-k9 10. h1-h9 g5-g2 11. e1-e3 f9-g9 12. h10-k10xk9 f4-i4 13. e3-g3xg2 i4-i9xh9 14. j6-j9 g9-h9 15. k10-i10 h9-h1 16. resigned
white won,25,1. b6-b10 d6-b6 2. d1-c1 e6-c6 3. f2-b2 f6-d6 4. e11-e9 d6-d9 5. a8-a9 f8-f9xe9 6. a4-d4 f9-k9 7. f10-k10xk9 d9-k9xk10 8. b10-k10 k9-b9 9. k10-b10 c6-c11 10. c1-c6xb6 c11-b11xb10 11. c6-c10 b9-b10 12. a9-a10 b11-c11 13. resigned
white won,43,1. b6-b10 e7-c7 2. f2-b2 e6-e9 3. a8-a9 g7-i7 4. f10-j10 f8-f10 5. k8-k9 g6-g9 6. h1-i1 g5-g2 7. j6-j2 e5-b5 8. a4-a3 c7-c11 9. h11-i11 h6-h11 10. k4-k3 e9-e10 11. e1-e9xe10 f6-e6 12. d1-c1 d6-d9 13. e9-f9xf10 e6-b6 14. a5-a4 d9-e9xf9 15. a7-a8 f7-c7 16. a9-b9 b5-a5 17. a6-a7 a5-d5 18. a3-g3xg2 d5-d10 19. f1-d1 i7-d7 20. k7-f7 c7-c8 21. f7-f10 f5-f9 22. timeout
black won,48,1. b6-b2 f8-j8 2. a8-i8xj8 g7-g9 3. d11-d9 h6-h3 4. k4-k3 e7-b7 5. e11-c11 f7-g7 6. c11-c7xb7 f6-f8 7. a7-a9 f4-k4 8. a4-a3 g5-j5 9. i8-i5xj5 g9-j9 10. k8-k9 f8-i8 11. d9-i9xj9 e6-e11 12. g11-g8 i8-h8 13. a9-h9 h8-h4 14. f2-j2 h4-b4 15. a6-b6 d6-d10 16. j6-h6xg6 d10-b10 17. d1-d4 b4-b5 18. d4-d5 b10-b7xb6 19. h6-b6 g7-d7xc7 20. k6-c6 b5-c5xd5 21. g8-b8xb7 d7-c7xc6 22. e1-c1 c7-c10 23. k7-c7 e5-e7 24. h9-d9 resigned
white won,47,1. f2-j2 g5-g2 2. b6-b2 g7-g9 3. j6-j10 h6-j6 4. k8-k9 f5-j5 5. h1-i1 e5-i5 6. f10-b10 g6-g3 7. k4-k3 f7-j7 8. h11-i11 g9-i9 9. a4-a3 f8-k8 10. g11-g4 f6-h6 11. g4-k4 d6-c6 12. d1-c1 h6-h10 13. a8-a9 c6-c11 14. a6-b6 k8-b8 15. f11-f5 f4-c4 16. f5-f9 c4-c9 17. k3-j3 e7-e9 18. f1-f8 g3-g9xf9 19. a3-g3xg2 i5-c5 20. a7-c7 b8-c8 21. b6-b9 c5-c6xc7 22. f8-f10 h10-g10 23. f10-c10 e6-e5 24. timeout
black won,68,1. f2-i2 d6-d9 2. f10-c10 f8-i8 3. j6-j9 f7-f10 4. h11-h10 f6-f9 5. h10-i10 d9-b9 6. d11-d9 e6-d6 7. e11-e10 h6-h11 8. h1-h9 f9-f8 9. a8-d8 f8-h8 10. k6-h6xg6 f10-h10xh9 11. g11-g10xh10 h8-h10 12. g10-g11 h10-h7 13. h6-h3 h7-h10 14. c10-c9 h11-i11 15. d9-i9 h10-h9 16. a7-a9xb9 h9-d9 17. d8-c8 d9-d10 18. b6-b10 f5-f10xe10 19. c9-f9xf10 e7-e11 20. c8-c11 e5-e10 21. k7-i7xi8 e10-f10 22. f9-c9 f4-f9 23. c11-d11xe11 d10-d8 24. c9-c3 d8-c8 25. d11-c11 c8-c4 26. a4-b4 c4-j4 27. h3-j3 j4-j7 28. i7-i8 g7-e7 29. g1-h1 j7-h7 30. j9-j11 h7-j7 31. i8-j8 j7-g7 32. h1-h11xi11xi11 g5-g2 33. d1-d2 d6-h6 34. f1-h1 resigned
white won,23,1. d1-d3 e5-e2 2. d3-d2xe2 d6-d9 3. f10-c10 e6-e2 4. g1-g3 e7-e3 5. a4-a3 h6-h3 6. g3-g2 g5-i5 7. j6-j3 f7-c7 8. a5-c5 d9-b9 9. d11-c11 f8-i8 10. h11-i11 f6-d6 11. e1-c1 d6-d10 12. resigned
